scope,board_size,model,language_representation,reasoning_effort,sampling_round,metric_category,metric_name,count,denominator,rate,value
overall,,,,,,outcome,passed,0,0,,
overall,,,,,,outcome,failed,0,0,,
overall,,,,,,outcome,transport_errors,217,217,1.0,
overall,,,,,,format_robust,passed,0,0,,
overall,,,,,,format_robust,recovered,0,0,,
overall,,,,,,failed_constraint,parse_ok,0,0,,
overall,,,,,,failed_constraint,sequence_valid,0,0,,
overall,,,,,,failed_constraint,min_length_fulfilled,0,0,,
overall,,,,,,failed_constraint,spatial_valid,0,0,,
overall,,,,,,failed_constraint,overlap_valid,0,0,,
overall,,,,,,failed_constraint,no_word_extension,0,0,,
overall,,,,,,failed_constraint,cross_words_valid,0,0,,
overall,,,,,,failed_constraint,rack_valid,0,0,,
overall,,,,,,timing,request_elapsed_seconds_mean,,,,1.3356125679495852
overall,,,,,,timing,request_elapsed_seconds_median,,,,1.3762610420089914
overall,,,,,,timing,request_elapsed_seconds_min,,,,0.13341520799440332
overall,,,,,,timing,request_elapsed_seconds_max,,,,2.0288750840118155
overall,,,,,,timing,request_elapsed_seconds_sum,,,,289.82792724506
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,outcome,passed,0,0,,
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,outcome,failed,0,0,,
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,outcome,transport_errors,7,7,1.0,
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,format_robust,passed,0,0,,
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,format_robust,recovered,0,0,,
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,failed_constraint,parse_ok,0,0,,
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,failed_constraint,sequence_valid,0,0,,
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,failed_constraint,min_length_fulfilled,0,0,,
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,failed_constraint,spatial_valid,0,0,,
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,failed_constraint,overlap_valid,0,0,,
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,failed_constraint,no_word_extension,0,0,,
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,failed_constraint,cross_words_valid,0,0,,
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,failed_constraint,rack_valid,0,0,,
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_mean,,,,1.4198389762833747
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_median,,,,1.5065259580005659
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_min,,,,1.0425605839991476
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_max,,,,1.6037589999905322
group,1,or_claude-opus-4-8,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_sum,,,,9.938872833983623
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,outcome,passed,0,0,,
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,outcome,failed,0,0,,
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,outcome,transport_errors,7,7,1.0,
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,format_robust,passed,0,0,,
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,format_robust,recovered,0,0,,
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,failed_constraint,parse_ok,0,0,,
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,failed_constraint,sequence_valid,0,0,,
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,failed_constraint,min_length_fulfilled,0,0,,
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,failed_constraint,spatial_valid,0,0,,
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,failed_constraint,overlap_valid,0,0,,
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,failed_constraint,no_word_extension,0,0,,
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,failed_constraint,cross_words_valid,0,0,,
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,failed_constraint,rack_valid,0,0,,
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_mean,,,,1.2828370298604048
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_median,,,,1.3870129999995697
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_min,,,,0.31048816700058524
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_max,,,,1.737635167010012
group,1,or_deepseek-v4-pro,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_sum,,,,8.979859209022834
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,outcome,passed,0,0,,
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,outcome,failed,0,0,,
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,outcome,transport_errors,7,7,1.0,
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,format_robust,passed,0,0,,
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,format_robust,recovered,0,0,,
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,failed_constraint,parse_ok,0,0,,
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,failed_constraint,sequence_valid,0,0,,
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,failed_constraint,min_length_fulfilled,0,0,,
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,failed_constraint,spatial_valid,0,0,,
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,failed_constraint,overlap_valid,0,0,,
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,failed_constraint,no_word_extension,0,0,,
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,failed_constraint,cross_words_valid,0,0,,
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,failed_constraint,rack_valid,0,0,,
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_mean,,,,1.4764281428589519
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_median,,,,1.5358613330026856
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_min,,,,1.1016929170000367
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_max,,,,1.6651770000025863
group,1,or_gemini-3-1-pro,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_sum,,,,10.334997000012663
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,outcome,passed,0,0,,
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,outcome,failed,0,0,,
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,outcome,transport_errors,7,7,1.0,
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,format_robust,passed,0,0,,
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,format_robust,recovered,0,0,,
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,failed_constraint,parse_ok,0,0,,
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,failed_constraint,sequence_valid,0,0,,
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,failed_constraint,min_length_fulfilled,0,0,,
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,failed_constraint,spatial_valid,0,0,,
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,failed_constraint,overlap_valid,0,0,,
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,failed_constraint,no_word_extension,0,0,,
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,failed_constraint,cross_words_valid,0,0,,
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,failed_constraint,rack_valid,0,0,,
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_mean,,,,1.171311106857112
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_median,,,,1.2680437079980038
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_min,,,,0.7438776659982977
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_max,,,,1.5865716249973048
group,1,or_gpt-5-5,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_sum,,,,8.199177747999784
group,1,or_grok-4-3,forbidden-snippets,xhigh,,outcome,passed,0,0,,
group,1,or_grok-4-3,forbidden-snippets,xhigh,,outcome,failed,0,0,,
group,1,or_grok-4-3,forbidden-snippets,xhigh,,outcome,transport_errors,7,7,1.0,
group,1,or_grok-4-3,forbidden-snippets,xhigh,,format_robust,passed,0,0,,
group,1,or_grok-4-3,forbidden-snippets,xhigh,,format_robust,recovered,0,0,,
group,1,or_grok-4-3,forbidden-snippets,xhigh,,failed_constraint,parse_ok,0,0,,
group,1,or_grok-4-3,forbidden-snippets,xhigh,,failed_constraint,sequence_valid,0,0,,
group,1,or_grok-4-3,forbidden-snippets,xhigh,,failed_constraint,min_length_fulfilled,0,0,,
group,1,or_grok-4-3,forbidden-snippets,xhigh,,failed_constraint,spatial_valid,0,0,,
group,1,or_grok-4-3,forbidden-snippets,xhigh,,failed_constraint,overlap_valid,0,0,,
group,1,or_grok-4-3,forbidden-snippets,xhigh,,failed_constraint,no_word_extension,0,0,,
group,1,or_grok-4-3,forbidden-snippets,xhigh,,failed_constraint,cross_words_valid,0,0,,
group,1,or_grok-4-3,forbidden-snippets,xhigh,,failed_constraint,rack_valid,0,0,,
group,1,or_grok-4-3,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_mean,,,,1.2951030238556476
group,1,or_grok-4-3,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_median,,,,1.3973907079925993
group,1,or_grok-4-3,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_min,,,,0.4182147499959683
group,1,or_grok-4-3,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_max,,,,1.8226929170050425
group,1,or_grok-4-3,forbidden-snippets,xhigh,,timing,request_elapsed_seconds_sum,,,,9.065721166989533
group,1,or_kimi-k2-6,forbidden-snippets,xhigh,,outcome,passed,0,0,,
group,1,or_kimi-k2-6,forbidden-snippets,xhigh,,outcome,failed,0,0,,
group,1,or_kimi-k2-6,forbidden-snippets,xhigh,,outcome,transport_errors,7,7,1.0,
group,1,or_kimi-k2-6,forbidden-snippets,xhigh,,format_robust,passed,0,0,,
group,1,or_kimi-k2-6,forbidden-snippets,xhigh,,format_robust,recovered,0,0,,
group,1,or_kimi-k2-6,forbidden-snippets,xhigh,,failed_constraint,parse_ok,0,0,,
group,1,or_kimi-k2-6,forbidden-snippets,xhigh,,failed_constraint,sequence_valid,0,0,,
group,1,or_kimi-k2-6,forbidden-snippets,xhigh,,failed_constraint,min_length_fulfilled,0,0,,
group,1,or_kimi-k2-6,forbidden-snippets,xhigh,,failed_constraint,spatial_valid,0,0,,
group,1,or_kimi-k2-6,forbidden-snippets,xhigh,,failed_constraint,overlap_valid,0,0,,
group,1,or_kimi-k2-6,forbidden-snippets,xhigh,,failed_constraint,no_word_extension,0,0,,
group,1,or_kimi-k2-6,forbidden-snippets,xhigh,,failed_constraint,cross_words_valid,0,0,,
